dataset,split,attack_type,label,score,prediction,correct
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,ddos,1,0.999730829149466,1,True
ToN-IoT,test,injection,1,0.9986927824617925,1,True
ToN-IoT,test,normal,0,0.0001653051108972759,0,True
ToN-IoT,test,injection,1,0.9981730095433525,1,True
ToN-IoT,test,normal,0,0.022169336547900268,0,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,password,1,0.999954017271081,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,dos,1,0.999953805371339,1,True
ToN-IoT,test,normal,0,0.0008527192891801716,0,True
ToN-IoT,test,password,1,0.999953780739972,1,True
ToN-IoT,test,password,1,0.998212699596014,1,True
ToN-IoT,test,password,1,0.9997809230044795,1,True
ToN-IoT,test,ddos,1,0.999730829149466,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,ransomware,1,0.9990073288779338,1,True
ToN-IoT,test,ransomware,1,0.9990073288779338,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,ddos,1,0.9996840035728567,1,True
ToN-IoT,test,normal,0,0.0001653051108972759,0,True
ToN-IoT,test,normal,0,0.0001883626228552068,0,True
ToN-IoT,test,ddos,1,0.9987325599722362,1,True
ToN-IoT,test,ddos,1,0.999720042128105,1,True
ToN-IoT,test,normal,0,0.00027363363611244507,0,True
ToN-IoT,test,injection,1,0.9993925801155111,1,True
ToN-IoT,test,ddos,1,0.999529725650073,1,True
ToN-IoT,test,xss,1,0.9952182907906233,1,True
ToN-IoT,test,injection,1,0.9994173299993943,1,True
ToN-IoT,test,normal,0,0.0009747425604950451,0,True
ToN-IoT,test,xss,1,0.9991054813483972,1,True
ToN-IoT,test,dos,1,0.9999496063833114,1,True
ToN-IoT,test,normal,0,0.0009205556396919605,0,True
ToN-IoT,test,dos,1,0.9999496063833114,1,True
ToN-IoT,test,password,1,0.9995633206377907,1,True
ToN-IoT,test,normal,0,0.00038308084660915116,0,True
ToN-IoT,test,injection,1,0.9995129396468064,1,True
ToN-IoT,test,xss,1,0.9989262710366048,1,True
ToN-IoT,test,normal,0,0.0001653051108972759,0,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,ddos,1,0.999529725650073,1,True
ToN-IoT,test,normal,0,0.000650392339654052,0,True
ToN-IoT,test,ransomware,1,0.9990073288779338,1,True
ToN-IoT,test,normal,0,0.0001653051108972759,0,True
ToN-IoT,test,xss,1,0.9973148179584399,1,True
ToN-IoT,test,scanning,1,0.9999532867531932,1,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,dos,1,0.999953780739972,1,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,injection,1,0.9974083263926959,1,True
ToN-IoT,test,normal,0,0.0005659698178130935,0,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,normal,0,0.0006752302513278951,0,True
ToN-IoT,test,normal,0,0.0001883626228552068,0,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,ddos,1,0.999730829149466,1,True
ToN-IoT,test,normal,0,0.0001883626228552068,0,True
ToN-IoT,test,injection,1,0.999609389695374,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,ddos,1,0.9991593109887965,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,password,1,0.999375701494428,1,True
ToN-IoT,test,dos,1,0.9974301722359351,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,dos,1,0.999953780739972,1,True
ToN-IoT,test,normal,0,0.0067219771083538386,0,True
ToN-IoT,test,password,1,0.9991754601235815,1,True
ToN-IoT,test,injection,1,0.9985821546485205,1,True
ToN-IoT,test,injection,1,0.9996493643381724,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,normal,0,0.00025620953526245006,0,True
ToN-IoT,test,password,1,0.9999547830507235,1,True
ToN-IoT,test,injection,1,0.9986931155842346,1,True
ToN-IoT,test,normal,0,0.0001883626228552068,0,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,ddos,1,0.4637052432327156,0,False
ToN-IoT,test,normal,0,0.002203629313328293,0,True
ToN-IoT,test,xss,1,0.9990292517741487,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,password,1,0.9999547830507235,1,True
ToN-IoT,test,password,1,0.999954017271081,1,True
ToN-IoT,test,password,1,0.9997809230044795,1,True
ToN-IoT,test,injection,1,0.9906858928152579,1,True
ToN-IoT,test,normal,0,0.0010902660510326602,0,True
ToN-IoT,test,injection,1,0.9976854623605428,1,True
ToN-IoT,test,password,1,0.9997667232713386,1,True
ToN-IoT,test,password,1,0.999954017271081,1,True
ToN-IoT,test,injection,1,0.998419738399652,1,True
ToN-IoT,test,normal,0,0.0010325352876956633,0,True
ToN-IoT,test,password,1,0.9991754601235815,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,normal,0,0.0003611186100560546,0,True
ToN-IoT,test,password,1,0.9997285937774325,1,True
ToN-IoT,test,normal,0,0.022169336547900268,0,True
ToN-IoT,test,ransomware,1,0.9990095246539568,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,normal,0,0.01649711930050005,0,True
ToN-IoT,test,normal,0,0.022169336547900268,0,True
ToN-IoT,test,dos,1,0.999953780739972,1,True
ToN-IoT,test,ddos,1,0.95721161727949,1,True
ToN-IoT,test,injection,1,0.9989893944539026,1,True
ToN-IoT,test,dos,1,0.999953805371339,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,ddos,1,0.9997754422177532,1,True
ToN-IoT,test,dos,1,0.999953780739972,1,True
ToN-IoT,test,password,1,0.9990688136671818,1,True
ToN-IoT,test,normal,0,0.0010902660510326602,0,True
ToN-IoT,test,xss,1,0.9990095246539568,1,True
ToN-IoT,test,password,1,0.9991443387677396,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,injection,1,0.9989063434147263,1,True
ToN-IoT,test,mitm,1,0.9312022832539111,1,True
ToN-IoT,test,injection,1,0.9858435996638047,1,True
ToN-IoT,test,injection,1,0.9988133770106553,1,True
ToN-IoT,test,normal,0,0.022169336547900268,0,True
ToN-IoT,test,normal,0,0.00031977930928089393,0,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,injection,1,0.9986910632167862,1,True
ToN-IoT,test,password,1,0.9990688136671818,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,ransomware,1,0.9983417409587134,1,True
ToN-IoT,test,normal,0,0.0057562218150669356,0,True
ToN-IoT,test,xss,1,0.9991662222101926,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,ddos,1,0.999730829149466,1,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,ddos,1,0.9996739983903833,1,True
ToN-IoT,test,injection,1,0.9989947705487577,1,True
ToN-IoT,test,ddos,1,0.9997470503643695,1,True
ToN-IoT,test,password,1,0.9992759360137726,1,True
ToN-IoT,test,backdoor,1,0.999953805371339,1,True
ToN-IoT,test,injection,1,0.9984595757932778,1,True
ToN-IoT,test,backdoor,1,0.9999535925365316,1,True
ToN-IoT,test,ddos,1,0.9997250104778715,1,True
ToN-IoT,test,ddos,1,0.9996739983903833,1,True
ToN-IoT,test,password,1,0.9994872025595569,1,True
ToN-IoT,test,ddos,1,0.9995870573021797,1,True
ToN-IoT,test,normal,0,0.022169336547900268,0,True
ToN-IoT,test,scanning,1,0.9999498578944169,1,True
ToN-IoT,test,xss,1,0.9990095246539568,1,True
ToN-IoT,test,ransomware,1,0.9990073288779338,1,True
ToN-IoT,test,scanning,1,0.9999535925365316,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,ddos,1,0.999730829149466,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,dos,1,0.9993230447658084,1,True
ToN-IoT,test,backdoor,1,0.9999535925365316,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,injection,1,0.9974463622390755,1,True
ToN-IoT,test,normal,0,0.001063453394641364,0,True
ToN-IoT,test,xss,1,0.9988585533846555,1,True
ToN-IoT,test,dos,1,0.9999495050287858,1,True
ToN-IoT,test,xss,1,0.9988585533846555,1,True
ToN-IoT,test,password,1,0.9992663919469279,1,True
ToN-IoT,test,normal,0,0.0005984941125160678,0,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,ransomware,1,0.9990095246539568,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,injection,1,0.9995042929049635,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,ddos,1,0.999730829149466,1,True
ToN-IoT,test,dos,1,0.9999535925365316,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,normal,0,0.0003611186100560546,0,True
ToN-IoT,test,dos,1,0.9944907513007657,1,True
ToN-IoT,test,xss,1,0.9990066791838651,1,True
ToN-IoT,test,xss,1,0.9990095246539568,1,True
ToN-IoT,test,xss,1,0.9991662222101926,1,True
ToN-IoT,test,normal,0,0.00038308084660915116,0,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,normal,0,0.0005977505809729785,0,True
ToN-IoT,test,ransomware,1,0.9988585533846555,1,True
ToN-IoT,test,password,1,0.9996285375689142,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,normal,0,0.005230518268124717,0,True
ToN-IoT,test,dos,1,0.9999496063833114,1,True
ToN-IoT,test,normal,0,0.0007285753890589248,0,True
ToN-IoT,test,normal,0,0.0011133566132392194,0,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.006060391450181184,0,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,password,1,0.9999547830507235,1,True
ToN-IoT,test,ddos,1,0.9997754422177532,1,True
ToN-IoT,test,xss,1,0.998665852755034,1,True
ToN-IoT,test,xss,1,0.9991352439091704,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,ddos,1,0.9996739983903833,1,True
ToN-IoT,test,injection,1,0.99967104831238,1,True
ToN-IoT,test,injection,1,0.9641302315077492,1,True
ToN-IoT,test,normal,0,0.0018695102769594868,0,True
ToN-IoT,test,normal,0,0.0010391810522765682,0,True
ToN-IoT,test,normal,0,0.005214901479419499,0,True
ToN-IoT,test,normal,0,0.0001653051108972759,0,True
ToN-IoT,test,xss,1,0.9968895834391461,1,True
ToN-IoT,test,dos,1,0.9999496063833114,1,True
ToN-IoT,test,injection,1,0.9977067508559215,1,True
ToN-IoT,test,password,1,0.9990688136671818,1,True
ToN-IoT,test,normal,0,0.006739059438721861,0,True
ToN-IoT,test,normal,0,0.000650392339654052,0,True
ToN-IoT,test,xss,1,0.9990095246539568,1,True
ToN-IoT,test,ransomware,1,0.9990073288779338,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,normal,0,0.00021968115656992022,0,True
ToN-IoT,test,injection,1,0.9993281868661265,1,True
ToN-IoT,test,xss,1,0.99968574386624,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.006578115290019086,0,True
ToN-IoT,test,normal,0,0.0008960611818350506,0,True
ToN-IoT,test,injection,1,0.999706832043751,1,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.003121282466291496,0,True
ToN-IoT,test,injection,1,0.9946281438779152,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,ddos,1,0.999730829149466,1,True
ToN-IoT,test,password,1,0.9999496063833114,1,True
ToN-IoT,test,injection,1,0.9995967600038653,1,True
ToN-IoT,test,scanning,1,0.9999714873086696,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,injection,1,0.9995083004623595,1,True
ToN-IoT,test,injection,1,0.9991342539075828,1,True
ToN-IoT,test,ddos,1,0.9966558852842843,1,True
ToN-IoT,test,scanning,1,0.9999498578944169,1,True
ToN-IoT,test,injection,1,0.9984155826439585,1,True
ToN-IoT,test,normal,0,0.00040475599743866066,0,True
ToN-IoT,test,password,1,0.9997071695675462,1,True
ToN-IoT,test,injection,1,0.998949915845829,1,True
ToN-IoT,test,ddos,1,0.9995501860624412,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,dos,1,0.999953805371339,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,injection,1,0.9985939866031156,1,True
ToN-IoT,test,dos,1,0.999953780739972,1,True
ToN-IoT,test,ddos,1,0.9995870573021797,1,True
ToN-IoT,test,ddos,1,0.9997195646325937,1,True
ToN-IoT,test,xss,1,0.9993074021085236,1,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,backdoor,1,0.9999535925365316,1,True
ToN-IoT,test,password,1,0.9991223835464549,1,True
ToN-IoT,test,normal,0,0.0008713053818529072,0,True
ToN-IoT,test,xss,1,0.9988585533846555,1,True
ToN-IoT,test,normal,0,0.002277869476953773,0,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,password,1,0.9993120621230831,1,True
ToN-IoT,test,ddos,1,0.9996739983903833,1,True
ToN-IoT,test,normal,0,0.00025620953526245006,0,True
ToN-IoT,test,ddos,1,0.9980131266134318,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.022169336547900268,0,True
ToN-IoT,test,injection,1,0.9960606605361414,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,scanning,1,0.9990734984682644,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,xss,1,0.9944748293979502,1,True
ToN-IoT,test,injection,1,0.9996590871253008,1,True
ToN-IoT,test,dos,1,0.9999496063833114,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,dos,1,0.9974122290658614,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,xss,1,0.9988585533846555,1,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,backdoor,1,0.999953780739972,1,True
ToN-IoT,test,normal,0,0.0003611186100560546,0,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,injection,1,0.9992831712310168,1,True
ToN-IoT,test,password,1,0.9997071695675462,1,True
ToN-IoT,test,ddos,1,0.9997754422177532,1,True
ToN-IoT,test,ransomware,1,0.9990095246539568,1,True
ToN-IoT,test,normal,0,0.0001883626228552068,0,True
ToN-IoT,test,backdoor,1,0.9999537837499661,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.0007425902875949938,0,True
ToN-IoT,test,xss,1,0.9988585533846555,1,True
ToN-IoT,test,password,1,0.9992384884519875,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.0001653051108972759,0,True
ToN-IoT,test,injection,1,0.9954961143691224,1,True
ToN-IoT,test,injection,1,0.9992830251276678,1,True
ToN-IoT,test,ransomware,1,0.9990095246539568,1,True
ToN-IoT,test,ransomware,1,0.9988585533846555,1,True
ToN-IoT,test,normal,0,0.000650392339654052,0,True
ToN-IoT,test,injection,1,0.9923241068691162,1,True
ToN-IoT,test,ddos,1,0.9997250104778715,1,True
ToN-IoT,test,mitm,1,0.9798588812661039,1,True
ToN-IoT,test,dos,1,0.9992523479630372,1,True
ToN-IoT,test,normal,0,0.0003745335924519176,0,True
ToN-IoT,test,ddos,1,0.9996739983903833,1,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.00021968115656992022,0,True
ToN-IoT,test,password,1,0.9993637427478357,1,True
ToN-IoT,test,xss,1,0.9934162195634592,1,True
ToN-IoT,test,ddos,1,0.9991153706765964,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,ddos,1,0.9913820919411032,1,True
ToN-IoT,test,normal,0,0.0001653051108972759,0,True
ToN-IoT,test,normal,0,0.0001883626228552068,0,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.022169336547900268,0,True
ToN-IoT,test,injection,1,0.9988172507749341,1,True
ToN-IoT,test,normal,0,0.0001653051108972759,0,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,injection,1,0.998994758672822,1,True
ToN-IoT,test,ransomware,1,0.9983417409587134,1,True
ToN-IoT,test,xss,1,0.9973148179584399,1,True
ToN-IoT,test,ddos,1,0.9980112772691172,1,True
ToN-IoT,test,xss,1,0.9920484867935812,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.0002720812553611972,0,True
ToN-IoT,test,password,1,0.9989887998334794,1,True
ToN-IoT,test,injection,1,0.9996023219053304,1,True
ToN-IoT,test,password,1,0.999953838492444,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,password,1,0.9991466058163262,1,True
ToN-IoT,test,ddos,1,0.9997115552948633,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.00021968115656992022,0,True
ToN-IoT,test,injection,1,0.9993291711099556,1,True
ToN-IoT,test,password,1,0.999953780739972,1,True
ToN-IoT,test,injection,1,0.9952447204484913,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,xss,1,0.9993083692142715,1,True
ToN-IoT,test,normal,0,0.0001653051108972759,0,True
ToN-IoT,test,xss,1,0.9988585533846555,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,normal,0,0.00021968115656992022,0,True
ToN-IoT,test,ddos,1,0.9996739983903833,1,True
ToN-IoT,test,password,1,0.9995809450415457,1,True
ToN-IoT,test,normal,0,0.4637052432327156,0,True
ToN-IoT,test,normal,0,0.0012357714476617944,0,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.00025620953526245006,0,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,ddos,1,0.9996739983903833,1,True
ToN-IoT,test,dos,1,0.9981731823021408,1,True
ToN-IoT,test,ddos,1,0.9996739983903833,1,True
ToN-IoT,test,backdoor,1,0.999953780739972,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,password,1,0.9999547830507235,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,injection,1,0.9995545834261871,1,True
ToN-IoT,test,xss,1,0.9988585533846555,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,password,1,0.9999547830507235,1,True
ToN-IoT,test,injection,1,0.998761030420423,1,True
ToN-IoT,test,injection,1,0.9940528876962779,1,True
ToN-IoT,test,normal,0,0.013490184083865743,0,True
ToN-IoT,test,ddos,1,0.9994085091400444,1,True
ToN-IoT,test,password,1,0.9977106878090981,1,True
ToN-IoT,test,ddos,1,0.9996739983903833,1,True
ToN-IoT,test,scanning,1,0.9999535925365316,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,xss,1,0.9964475415772408,1,True
ToN-IoT,test,dos,1,0.989056590753576,1,True
ToN-IoT,test,ransomware,1,0.9990073288779338,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,xss,1,0.9969043079319073,1,True
ToN-IoT,test,xss,1,0.9881831951031085,1,True
ToN-IoT,test,injection,1,0.9983816125581968,1,True
ToN-IoT,test,ddos,1,0.999730829149466,1,True
ToN-IoT,test,normal,0,0.0001653051108972759,0,True
ToN-IoT,test,normal,0,0.0004257498687913444,0,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,injection,1,0.9996039086806687,1,True
ToN-IoT,test,normal,0,0.0004091203114038273,0,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,password,1,0.9962838233392957,1,True
ToN-IoT,test,ddos,1,0.9997754422177532,1,True
ToN-IoT,test,normal,0,0.022169336547900268,0,True
ToN-IoT,test,xss,1,0.9988585533846555,1,True
ToN-IoT,test,injection,1,0.9986910632167862,1,True
ToN-IoT,test,ddos,1,0.9982801547478802,1,True
ToN-IoT,test,ransomware,1,0.9988585533846555,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,injection,1,0.9959929620740265,1,True
ToN-IoT,test,injection,1,0.999315831243909,1,True
ToN-IoT,test,xss,1,0.9980377085710365,1,True
ToN-IoT,test,injection,1,0.9992406497037425,1,True
ToN-IoT,test,normal,0,0.013490184083865743,0,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,injection,1,0.9989576707746148,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.013490184083865743,0,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,ddos,1,0.9990724726751168,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,ransomware,1,0.9990095246539568,1,True
ToN-IoT,test,xss,1,0.9890073912806786,1,True
ToN-IoT,test,ddos,1,0.9996739983903833,1,True
ToN-IoT,test,normal,0,0.022169336547900268,0,True
ToN-IoT,test,password,1,0.9999535925365316,1,True
ToN-IoT,test,xss,1,0.9986122031116811,1,True
ToN-IoT,test,normal,0,0.022169336547900268,0,True
ToN-IoT,test,injection,1,0.9986340521115811,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,normal,0,0.0007566383097199238,0,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,ddos,1,0.999529725650073,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,xss,1,0.9988585533846555,1,True
ToN-IoT,test,password,1,0.9994123009128522,1,True
ToN-IoT,test,ransomware,1,0.9990073288779338,1,True
ToN-IoT,test,normal,0,0.002067690707757576,0,True
ToN-IoT,test,ddos,1,0.999730829149466,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,ransomware,1,0.9990073288779338,1,True
ToN-IoT,test,ransomware,1,0.9990073288779338,1,True
ToN-IoT,test,injection,1,0.9982126131042087,1,True
ToN-IoT,test,xss,1,0.9988585533846555,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,xss,1,0.999507782454693,1,True
ToN-IoT,test,xss,1,0.9990336037179761,1,True
ToN-IoT,test,dos,1,0.999969041154125,1,True
ToN-IoT,test,injection,1,0.9946515402920042,1,True
ToN-IoT,test,injection,1,0.9989648597758652,1,True
ToN-IoT,test,dos,1,0.9999515157570578,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,ransomware,1,0.9990095246539568,1,True
ToN-IoT,test,scanning,1,0.9999531230236192,1,True
ToN-IoT,test,injection,1,0.9994650205313931,1,True
ToN-IoT,test,ddos,1,0.9994219743747979,1,True
ToN-IoT,test,ddos,1,0.999730829149466,1,True
ToN-IoT,test,injection,1,0.9979280884245458,1,True
ToN-IoT,test,normal,0,0.0005864639180173688,0,True
ToN-IoT,test,password,1,0.9999547830507235,1,True
ToN-IoT,test,ddos,1,0.9980112772691172,1,True
ToN-IoT,test,injection,1,0.9990026066874501,1,True
ToN-IoT,test,ransomware,1,0.9990214172245724,1,True
ToN-IoT,test,xss,1,0.9672666561962472,1,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,password,1,0.9999547830507235,1,True
ToN-IoT,test,xss,1,0.9987237976765274,1,True
ToN-IoT,test,normal,0,0.0012120367188440723,0,True
ToN-IoT,test,backdoor,1,0.9999537837499661,1,True
ToN-IoT,test,injection,1,0.9954294824732823,1,True
ToN-IoT,test,injection,1,0.9989114070234891,1,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,ddos,1,0.9991309703930319,1,True
ToN-IoT,test,injection,1,0.9993421657285515,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,ransomware,1,0.9990724726751168,1,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,injection,1,0.9994034746549127,1,True
ToN-IoT,test,ddos,1,0.9996739983903833,1,True
ToN-IoT,test,dos,1,0.9999537837499661,1,True
ToN-IoT,test,normal,0,0.0001653051108972759,0,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,normal,0,0.0013714885396700154,0,True
ToN-IoT,test,scanning,1,0.9990095246539568,1,True
ToN-IoT,test,normal,0,0.0002401197110517442,0,True
ToN-IoT,test,xss,1,0.9993083692142715,1,True
ToN-IoT,test,dos,1,0.9999547830507235,1,True
ToN-IoT,test,normal,0,0.0006652237848023964,0,True
ToN-IoT,test,backdoor,1,0.9999547830507235,1,True
ToN-IoT,test,injection,1,0.9996590871253008,1,True
ToN-IoT,test,ransomware,1,0.9990073288779338,1,True
ToN-IoT,test,normal,0,0.002646277768784043,0,True
